order_id,customer_id,order_date,status,total_amount,region
8297,1092,2025-04-09 00:15:01,delivered,1249.81,Midwest
8298,1432,2025-02-08 11:41:28,delivered,2957.19,West
8299,1992,2024-09-24 04:23:27,delivered,1181.28,West
8300,1562,2024-06-04 14:15:27,delivered,2110.36,South
8301,4298,2024-06-22 14:09:58,delivered,6081.06,South
8302,1466,2024-03-11 22:39:35,shipped,8077.64,South
8303,3070,2024-12-23 08:10:47,cancelled,687.58,South
8304,910,2025-03-11 18:49:37,cancelled,4412.07,South
8305,763,2024-11-11 15:59:56,shipped,936.52,Southeast
8306,1569,2024-03-24 13:39:12,returned,673.88,Southwest
8307,4102,2024-03-11 09:37:45,delivered,3324.67,West
8308,1144,2025-04-20 11:28:40,shipped,2796.24,West
8309,2294,2025-03-31 15:47:23,shipped,945.72,West
8310,4417,2024-08-06 18:15:58,delivered,3655.73,Southwest
8311,540,2024-04-23 01:55:36,delivered,824.42,Mountain
8312,4369,2024-05-19 18:30:43,shipped,1371.00,Southwest
8313,4945,2024-08-13 16:12:07,delivered,817.06,Southwest
8314,2474,2025-01-18 03:35:22,delivered,6112.32,South
8315,691,2025-01-18 08:19:29,delivered,3978.34,South
8316,2155,2025-04-17 14:18:45,placed,682.15,Southeast
8317,1869,2024-08-13 08:42:35,delivered,3845.46,West
8318,814,2024-12-07 23:34:41,delivered,1336.36,South
8319,4702,2024-10-20 01:08:42,delivered,6171.13,South
8320,509,2024-02-23 07:18:59,delivered,2733.78,West
8321,3781,2025-03-17 20:24:18,shipped,136.98,Southwest
8322,3641,2024-02-18 22:22:37,placed,606.25,Northeast
8323,4046,2025-04-15 22:30:29,shipped,65.16,South
8324,1284,2024-10-19 03:05:36,delivered,1057.35,Midwest
8325,4435,2024-07-28 05:07:07,delivered,2872.80,South
8326,4574,2024-07-01 09:45:36,delivered,911.50,South
8327,179,2024-02-22 09:36:12,cancelled,2713.32,South
8328,3132,2025-04-08 15:14:40,delivered,5108.85,Mountain
8329,377,2024-05-16 23:25:53,delivered,3695.20,Northeast
8330,6,2024-07-07 21:18:21,shipped,6422.86,West
8331,1865,2024-11-27 08:33:08,delivered,414.20,Northeast
8332,292,2024-12-01 13:39:13,delivered,3402.17,Midwest
8333,4893,2024-10-29 14:27:49,cancelled,1792.76,West
8334,1109,2025-04-07 12:28:02,delivered,239.02,Southwest
8335,3603,2024-10-25 20:48:26,delivered,1748.54,South
8336,1812,2024-08-26 01:48:21,delivered,1419.40,Midwest
8337,1469,2024-05-15 00:38:07,delivered,9961.66,West
8338,220,2024-08-23 16:07:35,delivered,5477.78,Mountain
8339,4941,2024-01-15 21:56:46,shipped,6278.28,West
8340,2195,2025-02-18 22:01:54,placed,3841.06,South
8341,3157,2024-12-07 07:45:55,shipped,4240.88,Southwest
8342,1901,2024-12-13 21:08:47,shipped,2573.30,West
8343,2531,2024-08-22 20:03:35,delivered,5255.02,South
8344,81,2024-01-11 00:11:32,returned,1303.17,Southwest
8345,1941,2024-06-15 09:34:25,delivered,3181.80,Southwest
8346,3809,2024-04-25 15:10:45,delivered,8924.56,Southwest
8347,4820,2024-01-03 18:32:24,delivered,395.51,Midwest
8348,4710,2024-11-08 02:06:58,shipped,6155.08,West
8349,1806,2024-09-24 11:05:58,shipped,6782.92,South
8350,1377,2024-03-29 03:10:13,shipped,1463.60,Southwest
8351,4031,2025-03-25 04:15:02,delivered,1538.99,West
8352,2553,2025-02-22 10:10:52,delivered,4674.93,Northeast
8353,4236,2024-06-30 19:26:00,shipped,2163.18,Mountain
8354,583,2024-07-09 16:06:46,delivered,3455.44,Southwest
8355,4331,2024-12-16 20:20:47,cancelled,2071.50,Southeast
8356,4216,2024-01-02 11:04:30,delivered,2830.68,West
8357,1732,2025-02-04 20:19:39,shipped,5865.03,Midwest
8358,1167,2024-11-20 15:55:00,delivered,5080.83,West
8359,2047,2024-08-09 07:54:52,delivered,1054.26,West
8360,1508,2024-06-24 12:38:34,delivered,762.82,Midwest
8361,570,2024-10-02 08:30:27,delivered,4892.53,South
8362,2797,2025-03-08 22:04:54,delivered,6441.63,West
8363,2878,2024-06-30 23:59:11,placed,3845.89,South
8364,3766,2024-05-26 14:42:03,delivered,5431.67,West
8365,4092,2024-01-19 00:03:09,cancelled,5340.94,Mountain
8366,996,2024-02-08 23:22:08,delivered,2080.68,Midwest
8367,4648,2025-01-23 02:33:34,delivered,6474.69,West
8368,3053,2024-02-04 08:16:46,delivered,725.72,West
8369,2067,2024-10-27 07:18:43,cancelled,4163.74,South
8370,4688,2024-06-12 20:49:11,delivered,2790.87,Southwest
8371,42,2024-06-10 10:07:04,delivered,5389.48,South
8372,145,2024-07-03 16:24:20,shipped,5389.85,Southwest
8373,2616,2024-11-01 03:10:57,delivered,4488.61,West
8374,2925,2024-07-27 19:14:52,shipped,4514.63,West
8375,1840,2024-07-28 23:39:36,delivered,3728.30,Southwest
8376,3706,2025-02-18 01:36:32,delivered,4369.45,South
8377,4214,2024-07-17 03:02:57,delivered,4321.47,West
8378,4556,2024-05-09 01:26:39,shipped,1444.68,Mountain
8379,3695,2024-12-14 19:11:52,delivered,2252.60,West
8380,3955,2024-04-20 03:51:32,shipped,3189.12,South
8381,4888,2024-11-04 03:15:58,delivered,5006.52,West
8382,1687,2024-01-21 20:40:42,placed,2814.88,Southwest
8383,3103,2024-08-15 05:18:42,delivered,2656.86,West
8384,2408,2025-02-07 22:25:35,shipped,5086.73,West
8385,2186,2024-05-23 18:14:22,delivered,3198.04,South
8386,3708,2024-09-02 06:05:08,delivered,2835.21,Mountain
8387,3936,2024-12-16 07:21:22,cancelled,1162.28,Southwest
8388,882,2024-08-14 00:15:12,placed,1641.80,Southeast
8389,2172,2024-03-30 09:45:56,placed,2600.01,Mountain
8390,3843,2024-12-01 14:38:55,delivered,3055.63,South
8391,1851,2025-02-06 09:55:07,delivered,2263.96,Southeast
8392,768,2024-01-02 23:26:38,delivered,2788.06,Southwest
8393,2816,2025-01-16 17:06:00,placed,2264.76,Southwest
8394,146,2024-09-29 22:24:57,delivered,4664.14,Southeast
8395,3185,2025-03-19 03:31:16,delivered,4367.48,Southwest
8396,3611,2024-08-12 02:36:27,delivered,1318.53,Southeast
8397,3240,2025-04-17 23:56:47,delivered,1585.69,West
8398,736,2024-11-26 21:29:46,placed,2853.52,Southwest
8399,138,2024-02-28 12:11:46,delivered,3925.11,South
8400,156,2024-09-14 22:42:19,cancelled,2664.87,Mountain
8401,4925,2024-02-01 17:01:56,placed,2064.74,West
8402,373,2025-04-16 13:21:16,delivered,1545.81,Southwest
8403,4464,2024-01-07 08:31:44,delivered,6196.91,Southwest
8404,4587,2024-05-26 11:12:55,returned,4522.60,Southeast
8405,1213,2024-01-15 02:23:33,delivered,2296.51,West
8406,4660,2024-02-03 11:02:59,placed,3296.04,Midwest
8407,394,2024-09-14 21:22:01,delivered,683.02,South
8408,4104,2024-06-23 11:19:57,delivered,1270.84,West
8409,2038,2024-08-10 05:53:07,shipped,3006.60,West
8410,1229,2024-09-25 21:28:00,delivered,1284.87,West
8411,1059,2024-10-24 06:55:26,delivered,3500.33,South
8412,1610,2025-03-16 05:17:00,delivered,4997.44,South
8413,4387,2025-03-30 19:28:55,shipped,233.81,South
8414,4752,2025-03-09 22:50:03,delivered,2612.79,Southwest
8415,3182,2024-09-29 16:26:17,delivered,3477.56,South
8416,3941,2024-05-23 14:48:25,delivered,31.32,Southwest
8417,1789,2024-06-03 22:58:28,delivered,5306.08,West
8418,1541,2025-03-26 09:15:26,delivered,5450.04,Southwest
8419,1203,2024-10-29 20:25:04,placed,4422.12,South
8420,1963,2024-02-26 18:24:27,delivered,1252.28,Southeast
8421,2853,2024-03-30 04:21:11,cancelled,4270.84,Southwest
8422,2430,2024-12-08 20:15:14,returned,3378.75,South
8423,1659,2025-03-19 15:56:25,returned,2123.11,Southeast
8424,2754,2024-02-23 19:59:13,delivered,24.43,Southeast
8425,4655,2025-02-06 20:19:19,delivered,6508.32,West
8426,364,2025-04-20 23:01:38,shipped,4562.75,Mountain
8427,3488,2024-08-16 09:14:21,delivered,3389.04,Southwest
8428,534,2024-01-03 03:26:30,placed,1471.94,West
8429,1681,2024-10-16 19:45:03,delivered,3422.26,Southwest
8430,1112,2025-01-27 04:49:53,delivered,4322.69,West
8431,2212,2024-01-17 22:57:12,placed,88.41,Midwest
8432,767,2024-07-28 20:25:24,placed,9861.95,West
8433,779,2024-07-19 00:49:16,placed,745.21,Southeast
8434,2725,2024-03-06 12:19:59,shipped,653.48,Southwest
8435,1009,2024-09-20 11:15:53,shipped,9641.20,Southwest
8436,1032,2024-01-28 04:14:39,returned,6534.13,West
8437,3352,2024-02-10 10:04:55,delivered,995.24,West
8438,475,2024-06-28 04:02:05,delivered,7287.41,Southeast
8439,452,2024-08-03 00:29:23,placed,809.88,Midwest
8440,1559,2024-04-01 19:21:34,delivered,5358.98,Southwest
8441,382,2024-02-10 15:01:37,delivered,6055.73,South
8442,40,2024-12-24 17:26:04,shipped,4306.03,West
8443,3407,2024-01-06 11:21:32,delivered,7167.98,West
8444,1303,2025-04-07 19:02:12,placed,7783.66,Southwest
8445,1307,2025-03-24 04:35:22,delivered,317.72,Southeast
8446,2899,2025-02-01 06:59:12,delivered,3715.70,South
8447,1702,2024-01-19 21:20:01,delivered,524.25,West
8448,3493,2025-04-19 01:36:04,delivered,5889.88,Southwest
8449,4415,2024-06-03 05:03:21,delivered,6916.65,West
8450,4618,2024-07-12 08:41:05,cancelled,3709.42,South
8451,422,2025-01-23 12:53:01,delivered,5552.61,West
8452,3192,2024-04-01 13:29:41,delivered,2295.02,West
8453,2237,2024-09-20 12:17:35,shipped,6519.90,West
8454,351,2025-01-15 02:34:22,placed,3521.38,West
8455,2985,2024-03-25 20:57:25,shipped,3727.96,Northeast
8456,4017,2024-11-05 10:08:58,cancelled,2641.12,Southwest
8457,309,2024-09-28 21:14:36,delivered,1369.05,Southwest
8458,2480,2024-08-22 22:33:46,shipped,4705.24,Southwest
8459,3406,2025-01-03 02:24:15,delivered,7302.97,South
8460,441,2025-02-24 18:37:40,delivered,5926.08,Northeast
8461,3215,2024-02-20 12:41:55,shipped,1881.15,West
8462,1145,2024-07-15 11:17:11,shipped,2331.88,Northeast
8463,3991,2024-07-18 14:14:11,delivered,4713.05,Southwest
8464,1148,2025-01-19 07:10:41,delivered,1226.44,Mountain
8465,1765,2024-07-13 21:01:40,placed,1430.70,Southwest
8466,3897,2024-06-11 01:42:18,returned,334.10,Northeast
8467,1222,2024-08-18 11:42:34,delivered,7557.09,West
8468,3366,2024-10-12 02:03:51,delivered,406.91,West
8469,4150,2024-07-17 06:03:06,delivered,3786.27,West
8470,3158,2024-07-12 01:38:20,shipped,1297.78,West
8471,2670,2024-10-09 09:50:44,delivered,4650.42,South
8472,480,2024-08-18 05:43:49,cancelled,4444.91,Southwest
8473,3896,2024-10-23 17:00:09,shipped,549.31,West
8474,1174,2024-03-16 08:39:26,shipped,1613.59,West
8475,273,2024-06-01 10:38:17,delivered,57.60,Southwest
8476,1715,2024-02-18 04:53:13,delivered,6637.54,South
8477,2981,2024-08-03 19:02:16,cancelled,1397.18,Southwest
8478,2206,2024-02-29 22:07:27,placed,4451.83,South
8479,942,2024-08-29 14:23:03,cancelled,1150.80,South
8480,1403,2024-09-17 21:09:22,delivered,2199.42,Southeast
8481,2981,2024-01-15 23:13:21,delivered,1268.30,Southwest
8482,4104,2024-01-05 07:31:51,delivered,1595.47,West
8483,2242,2025-03-19 12:32:35,delivered,1376.24,Southeast
8484,3131,2025-04-20 05:06:02,cancelled,4410.22,Southeast
8485,190,2024-08-24 07:43:04,delivered,4327.75,South
8486,2873,2025-01-16 06:07:12,returned,477.00,Northeast
8487,2680,2025-04-02 10:20:47,shipped,2926.57,West
8488,1746,2024-04-14 21:02:49,delivered,2202.44,Southeast
8489,69,2024-06-04 16:23:02,delivered,1731.07,Southwest
8490,123,2024-10-15 08:21:11,delivered,905.62,Southeast
8491,2376,2024-06-06 16:07:45,placed,1647.20,West
8492,3221,2024-07-25 04:55:27,delivered,5562.76,Southwest
8493,475,2024-12-23 00:27:42,delivered,3017.84,Southeast
8494,681,2024-11-26 22:00:10,cancelled,3043.00,Northeast
8495,2988,2024-08-25 23:40:40,delivered,3781.20,Mountain
8496,20,2025-02-19 16:08:05,delivered,4963.70,Midwest
8497,495,2024-04-28 20:51:14,shipped,1428.06,West
8498,1637,2025-02-10 06:09:31,delivered,3556.78,Southwest
8499,2745,2024-03-13 01:07:46,delivered,7575.90,Northeast
8500,4620,2025-01-06 22:22:17,delivered,3260.54,Mountain
8501,2507,2024-07-10 23:35:35,delivered,2207.90,Southeast
8502,3614,2025-01-21 17:07:59,placed,5709.02,South
8503,4924,2025-03-08 04:40:06,delivered,4133.49,Mountain
8504,200,2024-03-24 17:34:09,shipped,1036.56,West
8505,190,2025-03-25 23:00:14,shipped,1567.06,South
8506,1847,2024-03-05 22:25:11,delivered,2064.48,Southwest
8507,3794,2025-03-08 10:52:52,delivered,2112.54,Southeast
8508,3578,2024-04-26 18:03:32,delivered,2559.11,South
8509,3065,2025-04-07 14:40:43,delivered,2203.03,Northeast
8510,4625,2024-01-21 05:50:12,shipped,2161.77,Southwest
8511,4473,2024-10-23 12:37:08,delivered,710.13,Northeast
8512,4649,2024-07-28 18:56:02,delivered,4148.58,Northeast
8513,136,2024-09-18 21:32:09,delivered,2591.60,West
8514,149,2025-01-31 05:13:21,delivered,2628.56,Southwest
8515,3015,2024-11-26 20:38:09,delivered,3893.15,Southwest
8516,3550,2025-02-03 02:43:36,placed,3619.99,South
8517,3965,2024-07-12 11:17:33,shipped,9292.25,West
8518,3633,2024-05-20 11:13:14,shipped,442.28,Southwest
8519,36,2024-07-07 07:20:22,placed,2411.45,Midwest
8520,2534,2024-09-22 03:22:46,delivered,4923.48,West
8521,4482,2025-01-06 17:23:05,returned,5444.15,Southeast
8522,3348,2024-06-02 07:27:27,delivered,2635.54,Midwest
8523,1130,2024-04-30 20:49:03,delivered,6477.33,South
8524,4354,2024-03-23 05:39:45,delivered,1487.60,Southeast
8525,4727,2024-06-17 13:05:34,placed,4785.92,Southwest
8526,2315,2024-04-13 00:37:46,shipped,996.82,Southeast
8527,3979,2024-02-02 03:39:32,delivered,1351.40,Southeast
8528,60,2024-07-15 18:09:25,delivered,4543.70,Mountain
8529,3510,2024-06-27 05:22:54,delivered,3720.08,West
8530,3437,2024-09-17 11:16:21,delivered,697.36,West
8531,3370,2024-01-19 06:52:02,shipped,7128.91,South
8532,1939,2024-07-24 03:31:26,placed,1932.00,South
8533,182,2025-03-14 17:52:01,delivered,2253.72,West
8534,380,2024-01-21 14:09:00,delivered,5745.42,Mountain
8535,4345,2024-04-09 00:38:15,shipped,518.96,Northeast
8536,91,2025-03-28 03:04:44,placed,3574.60,Southeast
8537,3658,2024-08-19 00:36:27,delivered,2843.70,South
8538,2427,2025-01-28 00:09:23,delivered,12.59,Southeast
8539,2210,2024-01-23 11:37:38,shipped,8632.85,Southeast
8540,1721,2024-05-08 06:46:32,placed,1795.05,Northeast
8541,3756,2024-05-27 20:43:20,shipped,836.48,Mountain
8542,4261,2025-03-07 18:48:53,shipped,8660.66,Southwest
8543,364,2025-04-19 10:26:56,delivered,600.30,Mountain
8544,4709,2024-02-16 05:49:37,delivered,7346.30,Southwest
8545,1741,2024-04-03 18:15:51,cancelled,4970.84,West
8546,284,2025-01-25 03:44:01,cancelled,3327.43,Mountain
8547,2713,2024-10-24 16:45:42,delivered,2571.72,Northeast
8548,431,2024-10-17 11:49:50,delivered,3585.00,West
8549,3109,2024-03-22 18:16:03,delivered,1082.76,Southwest
8550,1227,2025-01-28 21:33:12,delivered,2997.76,Southeast
8551,3391,2024-05-22 05:44:49,shipped,2895.98,West
8552,1143,2025-01-14 06:51:44,shipped,4283.71,Southwest
8553,4324,2024-09-22 00:13:05,delivered,4834.76,Midwest
8554,3423,2024-08-08 11:12:25,placed,3284.16,West
8555,1028,2024-02-04 10:54:08,delivered,4267.48,Midwest
8556,3165,2024-12-26 13:14:36,delivered,5337.31,West
8557,4180,2024-01-15 04:11:23,placed,2891.71,Midwest
8558,3593,2024-09-26 06:00:30,placed,5812.90,Northeast
8559,3953,2025-01-01 16:27:45,cancelled,4596.30,Southwest
8560,4261,2024-08-01 09:41:42,delivered,3424.46,Southwest
8561,439,2024-01-07 23:19:41,delivered,5250.49,Southwest
8562,3246,2024-02-11 02:07:21,delivered,2478.63,South
8563,1239,2024-08-23 16:21:15,shipped,1969.21,Southwest
8564,4264,2025-01-08 22:42:16,delivered,1447.06,West
8565,3870,2025-04-07 18:15:28,shipped,6686.06,South
8566,828,2024-08-31 05:22:01,shipped,1367.92,Mountain
8567,1293,2024-10-29 22:28:13,delivered,5345.58,West
8568,150,2024-12-21 08:32:03,placed,4405.82,West
8569,3361,2024-09-16 07:54:27,returned,5746.44,Southwest
8570,3368,2024-04-16 10:58:46,delivered,2923.76,West
8571,2597,2024-02-03 16:15:22,delivered,4924.08,Southwest
8572,3056,2024-08-01 05:45:10,shipped,335.92,Southwest
8573,1669,2024-10-19 23:32:05,delivered,2103.57,Southwest
8574,1954,2024-03-05 04:42:14,delivered,3622.62,Southeast
8575,3715,2025-03-18 03:48:04,delivered,2122.66,South
8576,3034,2024-05-24 19:20:54,delivered,931.97,South
8577,2434,2024-11-19 10:14:18,cancelled,285.48,Southeast
8578,4280,2025-01-11 06:57:20,placed,2255.63,West
8579,4141,2024-05-28 17:13:15,delivered,771.59,West
8580,2019,2024-04-09 15:00:51,placed,4471.95,South
8581,3525,2024-03-13 02:58:52,placed,1101.62,Southwest
8582,4396,2024-09-05 21:59:46,shipped,1871.81,Mountain
8583,42,2024-06-06 19:21:36,delivered,1980.96,South
8584,3176,2024-05-28 17:26:17,delivered,2025.89,West
8585,3303,2025-01-24 13:26:54,delivered,1441.48,Southwest
8586,4804,2024-02-04 09:11:31,shipped,3342.68,Midwest
8587,2874,2024-10-25 15:15:37,placed,3023.16,South
8588,3941,2025-01-23 01:10:24,delivered,2549.57,Southwest
8589,4256,2024-09-25 13:41:31,delivered,437.20,Southwest
8590,2705,2025-01-06 06:40:47,delivered,4281.19,Southwest
8591,2000,2024-10-19 13:35:04,delivered,3489.63,Southwest
8592,149,2024-06-01 02:22:18,cancelled,1869.60,Southwest
8593,900,2024-10-19 17:41:11,delivered,494.69,Midwest
8594,4482,2024-08-22 04:06:18,delivered,2228.21,Southeast
8595,878,2025-02-17 09:40:30,placed,3956.76,South
8596,4478,2024-11-17 02:36:33,delivered,2027.70,South
8597,4700,2025-03-23 07:03:05,shipped,4322.35,Mountain
8598,4722,2024-09-24 01:11:14,delivered,971.48,Southeast
8599,3891,2024-11-01 16:14:34,delivered,3333.34,South
8600,1030,2024-10-02 19:55:03,delivered,3874.64,West
8601,3523,2024-08-14 10:04:19,delivered,985.30,South
8602,722,2024-11-20 17:49:33,delivered,5160.63,Southeast
8603,1647,2025-03-12 00:51:34,delivered,3641.57,West
8604,3026,2024-08-09 17:38:31,delivered,355.26,Southeast
8605,1498,2024-06-05 03:04:14,returned,3576.64,South
8606,2247,2025-01-12 16:38:41,placed,930.24,Southwest
8607,1206,2024-02-26 11:27:11,delivered,4237.21,West
8608,1827,2024-07-19 03:44:21,delivered,6571.72,South
8609,539,2024-06-30 08:02:59,delivered,4064.86,Southeast
8610,867,2025-02-25 19:13:29,delivered,6260.98,South
8611,2524,2024-05-16 14:50:34,delivered,6927.59,Mountain
8612,3429,2024-07-15 16:29:53,cancelled,1364.50,Southwest
8613,2128,2025-03-09 20:45:22,shipped,178.35,Southwest
8614,1264,2024-06-20 02:53:26,shipped,4014.20,Southwest
8615,453,2025-02-22 14:17:21,returned,5509.08,Southwest
8616,2538,2025-01-26 15:15:36,delivered,1842.58,South
8617,4318,2024-12-05 11:00:37,delivered,1717.68,South
8618,415,2025-01-10 05:26:35,shipped,436.59,West
8619,1608,2024-05-30 02:18:10,delivered,2078.68,West
8620,438,2024-03-05 13:38:21,delivered,3275.62,West
8621,92,2024-12-11 13:07:40,delivered,5196.84,Mountain
8622,3492,2025-02-06 08:14:04,returned,3037.15,Midwest
8623,3324,2024-12-07 20:15:10,shipped,1824.55,Mountain
8624,788,2025-02-16 14:48:47,shipped,929.85,Midwest
8625,4326,2024-03-12 14:27:44,cancelled,2686.89,West
8626,4755,2024-10-04 16:40:23,delivered,330.82,South
8627,147,2024-02-19 18:24:04,delivered,5299.42,South
8628,798,2024-01-02 14:45:53,shipped,6619.30,South
8629,1750,2024-11-19 02:48:25,delivered,227.20,West
8630,2626,2024-01-01 04:20:41,shipped,3990.59,Southeast
8631,2670,2024-02-13 21:24:41,placed,4405.91,South
8632,1117,2024-08-19 03:34:26,shipped,3770.59,West
8633,35,2025-03-02 15:55:48,returned,5164.29,South
8634,1720,2024-03-28 09:17:54,delivered,9683.39,West
8635,3566,2024-08-01 06:57:38,delivered,1574.92,South
8636,3116,2024-04-17 10:54:48,delivered,1941.86,Mountain
8637,4113,2024-06-21 03:51:21,placed,1429.27,Southwest
8638,1530,2024-02-07 18:00:57,delivered,4270.50,South
8639,2639,2024-07-06 00:57:44,shipped,779.42,West
8640,2882,2024-01-16 20:22:00,delivered,4125.36,Southeast
8641,4156,2024-06-21 07:42:48,shipped,2746.93,Mountain
8642,1781,2024-05-05 11:08:57,delivered,1314.14,Southwest
8643,1111,2024-06-04 02:31:58,cancelled,3139.31,Southwest
8644,4346,2024-05-13 20:45:00,shipped,4126.89,South
8645,3758,2025-03-08 12:17:53,delivered,3685.20,South
8646,1178,2024-05-07 18:32:59,delivered,965.63,South
8647,4353,2024-02-14 08:46:49,delivered,2244.63,Southwest
8648,4792,2024-03-14 01:17:35,placed,5217.29,West
8649,4315,2024-11-22 06:13:21,shipped,6039.92,Southeast
8650,2673,2024-04-19 09:45:38,delivered,646.34,Southwest
8651,2633,2024-01-10 19:44:07,shipped,6569.13,Northeast
8652,3206,2024-09-18 10:13:52,delivered,3585.58,West
8653,2389,2024-01-08 07:26:54,delivered,4920.14,Southwest
8654,4474,2024-09-05 21:41:08,delivered,7202.70,South
8655,2463,2025-02-18 19:12:50,delivered,4594.93,West
8656,4101,2024-06-29 07:36:12,placed,4512.04,Southwest
8657,2970,2024-07-02 02:43:12,placed,4841.48,South
8658,254,2025-04-19 05:41:14,shipped,6636.05,South
8659,1775,2025-03-26 11:09:23,delivered,2888.77,West
8660,2369,2024-04-30 23:26:20,shipped,582.38,Southwest
8661,2201,2024-06-07 01:42:16,shipped,7191.03,Northeast
8662,2479,2024-11-05 19:33:58,delivered,3005.00,West
8663,1526,2024-07-09 20:00:16,returned,3516.01,West
8664,778,2025-04-12 03:06:03,delivered,5587.71,South
8665,645,2025-02-27 15:49:30,delivered,1362.83,Southwest
8666,3429,2024-09-28 07:16:33,cancelled,3585.85,Southwest
8667,4752,2024-09-21 03:07:42,cancelled,4741.36,Southwest
8668,2769,2024-12-31 21:09:36,delivered,2020.05,Southwest
8669,4073,2024-12-02 08:26:31,delivered,2604.43,Northeast
8670,1806,2024-09-26 13:34:33,placed,1276.25,South
8671,1588,2024-12-29 17:04:27,delivered,4451.00,Midwest
8672,3309,2025-03-30 20:04:58,delivered,4125.40,West
8673,3808,2024-08-22 20:35:07,delivered,2634.17,Southwest
8674,2140,2024-02-26 10:22:52,placed,3039.42,Mountain
8675,3047,2024-07-30 22:04:01,delivered,2389.03,Southwest
8676,2183,2025-02-23 14:36:07,delivered,8099.72,Southwest
8677,1157,2024-03-24 11:48:44,delivered,1914.60,Southwest
8678,1316,2024-07-12 03:45:59,delivered,757.60,Midwest
8679,3347,2024-08-08 15:37:50,delivered,4127.56,South
8680,4563,2025-02-24 15:53:47,shipped,2640.11,South
8681,1099,2024-10-28 11:58:55,delivered,3294.34,Southeast
8682,920,2025-02-10 15:10:18,delivered,4920.79,West
8683,2338,2024-06-28 00:06:56,shipped,2665.88,Southeast
8684,4206,2025-02-01 05:05:40,delivered,1080.98,South
8685,1069,2024-07-15 11:05:18,delivered,7556.63,West
8686,150,2024-06-27 15:17:24,shipped,5485.18,West
8687,4278,2024-01-09 16:39:07,cancelled,8277.83,West
8688,1583,2024-02-22 04:23:51,shipped,1935.92,West
8689,848,2024-08-20 15:19:49,delivered,951.34,Southwest
8690,2994,2024-03-07 22:39:34,delivered,2779.01,Southeast
8691,4070,2024-08-06 16:04:17,delivered,1327.38,West
8692,181,2024-03-08 23:52:04,delivered,4084.38,Southwest
8693,2569,2024-11-05 23:49:54,delivered,2136.38,Northeast
8694,2575,2024-02-22 01:23:33,delivered,6274.58,West
8695,991,2024-06-17 00:01:42,placed,7167.46,West
8696,671,2024-12-03 21:34:13,shipped,5773.90,West
8697,633,2025-02-18 13:04:01,delivered,6038.80,Northeast
8698,3757,2024-05-31 01:18:25,delivered,5040.16,West
8699,3047,2024-04-12 00:13:57,delivered,1541.52,Southwest
8700,1169,2024-12-09 00:44:56,delivered,7023.49,Southwest
8701,3880,2024-07-07 17:59:40,delivered,7738.73,West
8702,124,2024-03-09 17:23:25,delivered,1519.78,Mountain
8703,3789,2024-11-27 15:18:19,cancelled,2954.46,West
8704,2039,2024-11-29 13:18:12,shipped,2724.29,Southwest
8705,4389,2025-03-01 04:24:46,delivered,3131.83,Southwest
8706,3427,2025-02-03 00:08:47,shipped,5144.40,South
8707,4038,2024-07-27 01:29:24,delivered,6497.99,West
8708,2075,2024-09-15 01:27:55,delivered,9185.90,Southeast
8709,2417,2025-01-06 22:46:42,delivered,2834.08,Southwest
8710,1755,2024-05-15 06:38:23,cancelled,4484.41,Southeast
8711,3344,2024-11-20 03:13:35,delivered,3452.09,Southwest
8712,1414,2024-11-13 13:45:41,shipped,2242.68,West
8713,4630,2024-08-21 12:01:05,delivered,5114.52,West
8714,1634,2024-09-16 15:36:01,shipped,5264.43,Southeast
8715,3254,2024-03-22 11:46:05,shipped,54.18,West
8716,1926,2024-02-13 16:33:49,delivered,418.70,West
8717,377,2025-02-19 17:35:16,shipped,10509.98,Northeast
8718,3004,2024-05-06 19:44:36,shipped,2198.27,Mountain
8719,297,2024-02-07 01:44:22,cancelled,1369.44,Northeast
8720,4413,2024-06-17 11:38:41,placed,1015.74,West
8721,566,2024-04-04 23:22:08,delivered,2300.13,West
8722,3949,2024-01-27 08:46:10,delivered,5823.41,West
8723,2191,2024-06-19 18:41:14,delivered,4704.32,West
8724,1174,2024-01-20 17:06:08,delivered,1130.06,West
8725,392,2024-06-14 03:38:44,delivered,824.31,West
8726,1675,2024-07-05 10:29:37,placed,2579.05,Southeast
8727,2337,2024-05-21 06:16:39,delivered,6400.90,Southwest
8728,1381,2024-04-15 02:33:47,delivered,2305.21,Southwest
8729,3546,2024-01-22 01:29:36,delivered,6788.77,South
8730,3634,2025-01-28 04:32:17,delivered,5136.43,Southeast
8731,2871,2025-03-21 21:44:53,delivered,6438.40,Southwest
8732,4831,2024-02-23 08:50:31,delivered,1202.37,West
8733,2276,2025-02-23 20:08:47,delivered,5230.10,Midwest
8734,745,2024-11-02 21:34:58,delivered,3131.95,Northeast
8735,3220,2025-03-23 01:44:07,cancelled,4134.63,Midwest
8736,4737,2025-02-07 16:16:57,delivered,332.40,Southwest
8737,4857,2024-01-02 00:21:34,placed,5410.27,Northeast
8738,3698,2024-05-17 17:12:41,placed,5191.17,Southeast
8739,4948,2024-07-03 01:40:58,placed,3849.84,Midwest
8740,2099,2024-06-04 18:20:58,delivered,1457.85,South
8741,575,2024-03-15 19:57:57,delivered,2103.02,West
8742,1174,2024-07-23 10:36:23,placed,2231.80,West
8743,2758,2024-11-08 04:02:19,shipped,5529.40,West
8744,3855,2025-02-15 03:42:19,delivered,705.36,West
